Country,Name,Contact,CountryCode,Course,Currency_Code,Currency_x,Currency_y,Units,Buy,Sell
mayotte,Andrew Black,737-287-3153x47908,HU,Python,EUR,Euro,European Euro,1,143.56,144.21
qatar,James Mullins,7918760195,TW,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
tuvalu,Jill Silva,672-945-7845,KM,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
germany,Andrew Martinez,001-824-330-4113x01785,MG,Java,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Cathy Evans,901-793-0480,FR,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bhutan,James Moore,+1-741-939-6329x6471,AT,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
cyprus,Joseph Simpson,8419045172,GE,Java,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Lori Wilson,+1-203-701-3408x702,DO,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kuwait,Angela Mccoy,+1-663-763-7805x470,SA,Java,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
malta,Kenneth Newton,001-983-884-2863x90563,GR,Python,EUR,Euro,European Euro,1,143.56,144.21
croatia,Kim Nelson,+1-807-696-2303x18062,JO,PHP,EUR,Euro,European Euro,1,143.56,144.21
thailand,Randy Chavez Jr.,+1-397-518-0310x51997,KE,Python,THB,Baht,Thai Baht,1,3.62,3.63
american samoa,John Wallace,001-339-841-8772x874,CD,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
nauru,Nicole Harmon,3512832571,BF,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
puerto rico,Cody Pitts,001-533-331-3557,SN,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
finland,Michelle Ramirez,374.989.2972,TM,C#,EUR,Euro,European Euro,1,143.56,144.21
qatar,Haley Campbell,779.393.3996x8947,UA,C#,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
finland,Larry Garza,001-637-983-3653x062,PT,Python,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Philip Warren,724.902.8845,PL,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
india,Jennifer Decker,(513)657-2063,LC,PHP,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
christmas island,Kenneth Pope,309-237-3679x61518,FM,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
malaysia,Lacey Valdez,313.225.0031,AG,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
thailand,Arthur Bishop,001-418-650-5450x423,SL,Java,THB,Baht,Thai Baht,1,3.62,3.63
australia,Michael Gibbs,667.939.3903x316,JM,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
kiribati,Barbara Tate,947.423.5663,BT,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
ireland,Taylor Farmer,2765878896,FM,Python,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Angela Jones,533-495-0428x402,RS,PHP,EUR,Euro,European Euro,1,143.56,144.21
belgium,Meghan Foster,989-492-2490,TT,C#,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Jessica Brown,001-583-339-5678x346,AF,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
panama,Mercedes Grimes,676-302-0416x5709,ID,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
tuvalu,James Fuller,(940)734-1743x4493,SM,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
tuvalu,Michael Robinson,(805)989-7081x671,MT,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
jersey,Randy Vance,712.539.8179x465,LT,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
panama,George Brown,001-922-548-2548x19153,SM,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greece,Amanda Martin,983.363.0370x81465,TZ,C#,EUR,Euro,European Euro,1,143.56,144.21
australia,Jacob Martin MD,001-517-670-0833x99243,KZ,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
greece,John Gray,581-476-4557x991,GR,Java,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Miranda Burke,(333)810-7684x994,TR,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
hong kong,Derek Gomez,(999)710-6988,GA,Python,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
kuwait,Devin Chambers,001-276-620-9872x28796,AD,Java,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
bahrain,Kristina Collins,344-631-8406x406,UG,Java,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
nauru,Timothy Schroeder,235-662-9583,CZ,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
singapore,David Phillips,869.243.0914x2215,SA,Java,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
malaysia,Jenna Smith,(235)332-9801x200,BD,Python,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
latvia,James Mckee,(545)770-7261,SR,PHP,EUR,Euro,European Euro,1,143.56,144.21
bahrain,David Bryant,2088045542,YE,C#,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
monaco,Laura Allen,+1-742-257-3468x97036,PE,PHP,EUR,Euro,European Euro,1,143.56,144.21
palau,Tammy Johnston,647.735.9161x256,TW,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greenland,William Martin,960.395.9302x66971,SE,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
china,Antonio Hayes,505-482-7055x449,MC,Java,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
australia,Clifford Green,528.546.7983x727,GY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
christmas island,Richard Gibson,(250)428-4221,CF,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
saudi arabia,Kayla Schwartz,3088863654,CU,Python,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
singapore,Susan Edwards,807-543-9119x635,NZ,PHP,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
saudi arabia,John Kim,543.810.9024x4936,LI,C#,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
martinique,Mr. Roy Boyd,(367)310-0426x4847,SG,Python,EUR,Euro,European Euro,1,143.56,144.21
canada,John Turner,+1-361-556-6376x1258,NE,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
san marino,Samuel Anderson,760-970-4618x10326,BH,Java,EUR,Euro,European Euro,1,143.56,144.21
belgium,Dale Ritter,388-760-9989x50922,GB,PHP,EUR,Euro,European Euro,1,143.56,144.21
jersey,Christopher Jackson,001-236-984-8108,UY,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
liechtenstein,Kathleen Webb,(988)749-1373x8051,KW,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
malta,Jeffrey Mendez,001-494-907-6357,AU,Python,EUR,Euro,European Euro,1,143.56,144.21
austria,Barbara Richardson,+1-347-389-8037,RU,PHP,EUR,Euro,European Euro,1,143.56,144.21
montenegro,Terri Bishop,992-403-9620,BY,PHP,EUR,Euro,European Euro,1,143.56,144.21
belgium,Amanda Marshall,001-477-762-7167x566,NE,Java,EUR,Euro,European Euro,1,143.56,144.21
jersey,Kathleen Williams,203.900.1063,MN,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
guernsey,Jonathan Gentry,+1-663-808-6886,VA,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
japan,Katherine Sanchez,+1-907-813-0426x524,ZM,PHP,JPY,Yen,Japanese Yen,10,8.63,8.67
luxembourg,Dr. Alexandra Strickland,+1-893-685-1691x62344,ER,PHP,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,William Wilson,(907)778-4449,PH,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ecuador,Barbara Hall,567-760-9632x859,FM,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
croatia,Larry Hahn,841.756.7124x244,ES,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Shelby Rodriguez,676.922.5898x866,BI,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
american samoa,Anthony Kidd,001-309-529-1043x014,LT,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
monaco,Brian Strickland,880.619.0548,JP,PHP,EUR,Euro,European Euro,1,143.56,144.21
germany,Lisa Jones,001-535-360-8919,DO,Java,EUR,Euro,European Euro,1,143.56,144.21
greenland,David Powell,2592389204,KR,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
guadeloupe,Wanda Crosby,2725421111,IT,PHP,EUR,Euro,European Euro,1,143.56,144.21
croatia,Denise Griffin,2377194542,EE,Java,EUR,Euro,European Euro,1,143.56,144.21
jersey,Ivan Jackson,558-887-1019,MD,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
panama,Amy Leblanc,+1-909-947-1346x36527,GR,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bahrain,Jasmin Diaz,912-659-5251x880,MU,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
india,Tyler Santos,+1-531-379-6471x085,EE,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
india,Diana Hoffman,661.711.2002,CL,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
hong kong,Justin Edwards,325.869.7255,SZ,Python,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
bahrain,Toni Sexton,718-969-5660x4960,ST,Python,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
mayotte,Dustin Banks,584.657.9080,CI,Python,EUR,Euro,European Euro,1,143.56,144.21
germany,Arthur Kirk,789.764.7287x85052,AT,Java,EUR,Euro,European Euro,1,143.56,144.21
belgium,Erika Morgan,(247)484-2113,AF,C#,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Mr. Cory Scott,+1-399-714-5193x384,LR,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
guam,Dennis Moreno,615.809.0232x69548,RU,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
germany,Tyrone Simmons,527-823-7330,WS,Python,EUR,Euro,European Euro,1,143.56,144.21
france,Joseph Williams,(373)307-5016x48357,SM,Java,EUR,Euro,European Euro,1,143.56,144.21
italy,Paul Hughes,837-808-4538,UG,Java,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Mr. Thomas Johnson,001-394-971-3533x132,LV,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
france,Todd Lewis,001-558-802-0361x156,GA,Java,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Kenneth Stephenson,+1-884-416-3426x7079,GM,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
australia,Katie Martinez,001-632-658-9469x4112,BY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
greenland,Kevin Watts,211-805-5992x9853,AD,PHP,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
spain,Carla Sweeney,001-206-700-5749x3759,BN,PHP,EUR,Euro,European Euro,1,143.56,144.21
spain,Angela Green,521.292.4526x336,SK,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Gina Simpson,(389)697-3840,IQ,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saudi arabia,Jessica Evans,774-799-9220x7272,JO,PHP,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
liechtenstein,Megan Phillips,275-302-8609x2744,DO,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
guam,Megan Walters,(741)667-4522,IT,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
nauru,Latasha Braun,(373)690-0804,MY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
jersey,Martha Coleman,363-653-0505,EC,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
sweden,Judith Anthony,370-657-8865x3382,NI,C#,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
australia,Alejandro Rivas,416-629-2645x27238,SM,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
guadeloupe,Reginald Massey,8492965283,TL,Python,EUR,Euro,European Euro,1,143.56,144.21
croatia,Hannah Elliott,(843)369-3106,TG,Python,EUR,Euro,European Euro,1,143.56,144.21
france,David Maynard,(795)464-6505x9060,YE,Java,EUR,Euro,European Euro,1,143.56,144.21
india,Claudia Hansen,(493)998-5989x4323,PE,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
french guiana,Thomas Roberson,001-222-456-7542,CD,PHP,EUR,Euro,European Euro,1,143.56,144.21
france,Amanda Hall,+1-467-894-3943,SA,Java,EUR,Euro,European Euro,1,143.56,144.21
andorra,Carla Gomez,+1-679-988-5646x296,GE,Java,EUR,Euro,European Euro,1,143.56,144.21
japan,Michael Poole,888.970.5225x45457,NL,Python,JPY,Yen,Japanese Yen,10,8.63,8.67
monaco,Tina Smith,538-506-3296x306,CU,Java,EUR,Euro,European Euro,1,143.56,144.21
american samoa,Christopher Simmons,221-848-2082,GQ,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Jessica Gonzalez,269-948-3895x295,MT,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
austria,James Williams,287-654-8226x189,VC,Python,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Jill Young,770-626-9997,CR,C#,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Kristopher Watts,+1-432-985-5164,TL,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
qatar,David Cabrera,287.594.2798x073,SM,PHP,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
latvia,Jacqueline Blair,567-769-7203x717,AT,C#,EUR,Euro,European Euro,1,143.56,144.21
spain,Christina Lambert,514-931-4381,NE,C#,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Tina Rodriguez,265.750.6423x201,SI,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
guam,Cory Logan,(601)305-6147,NI,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
martinique,Michelle Avila,(815)350-6076x60130,ES,C#,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Vernon Webster,(485)582-6814x224,PL,Python,EUR,Euro,European Euro,1,143.56,144.21
palau,Cynthia Wilson,001-421-339-3577x56988,CZ,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
san marino,David Jones,240-572-1811x1612,FM,C#,EUR,Euro,European Euro,1,143.56,144.21
qatar,Matthew Price,856-586-7881,MG,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
luxembourg,Christopher Jones,001-593-807-4351x570,BY,Python,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Courtney Clark,952.251.7685x825,AD,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
belgium,Donna Lee,001-315-607-4793,LU,PHP,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Margaret Owen,001-454-466-8290x450,KI,PHP,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
belgium,Sheila Rivera,+1-647-306-5159x3184,CU,Python,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Emily Cuevas,(630)673-1354x817,SI,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
ireland,Jessica White,(520)330-0345x038,BY,C#,EUR,Euro,European Euro,1,143.56,144.21
qatar,Michael Davidson,+1-647-647-6956x833,CR,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
luxembourg,Pamela Murillo,8959118902,HN,PHP,EUR,Euro,European Euro,1,143.56,144.21
france,Jacob Roberts,311-413-9026x918,JP,Python,EUR,Euro,European Euro,1,143.56,144.21
malta,Troy King,001-758-841-0567,GR,Python,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Alyssa Kerr,935.854.4099x963,AF,C#,EUR,Euro,European Euro,1,143.56,144.21
martinique,Tony Scott,587-769-9833x2336,GT,C#,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Stephanie Parker,362-823-4462x76912,JP,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
malta,Natalie Burke,(844)713-8181,TT,Java,EUR,Euro,European Euro,1,143.56,144.21
bahrain,Jeremiah Johnson,248.479.5790,RS,Java,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
croatia,Mary Wood,867.780.0938x0193,MZ,PHP,EUR,Euro,European Euro,1,143.56,144.21
haiti,Sonya Garcia,(850)489-6649x118,AO,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ecuador,Douglas Decker,517.512.3192x4167,SL,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
christmas island,Brandon Hill,(728)691-0399,GQ,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
palau,Jeffery Houston,884.865.1111,EC,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
andorra,Jennifer Miller,530-464-0153x64418,ZA,C#,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Heather Martin,8065621505,BA,C#,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
monaco,Kirsten Garrett,721.331.8542,EC,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Janice Reyes MD,001-753-961-0975,WS,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
ireland,Elizabeth Ellis,2085801053,PH,Python,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Zachary Anthony,001-414-658-7400x98845,LU,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saudi arabia,Jordan Graham,586.814.3298,HN,C#,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
norfolk island,Elizabeth Hess,418.578.5988x3095,AE,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
palau,Jacqueline Mullen,301.218.0095x136,LS,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
luxembourg,Rebecca Kim,001-302-578-9245x0434,MZ,C#,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Frank Tapia,793.296.7993x5238,YE,PHP,EUR,Euro,European Euro,1,143.56,144.21
panama,Jose Chandler,595.291.1169x19218,NE,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bahrain,Tamara Thomas,5653004108,,C#,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
austria,William Parker,+1-360-724-2403,KR,PHP,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Don Avila,001-565-843-9230x30646,AG,Java,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Tiffany Larsen,489.788.1530x8548,GT,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guam,Matthew Dominguez,+1-708-714-0059x207,IE,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bahrain,Sophia Wells,555-492-7552,MK,C#,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
latvia,Ryan Lane,2727983484,SZ,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Patricia Carr,(956)859-7301x22648,UY,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
slovenia,Jeffrey Cox,(399)780-0122x588,PA,PHP,EUR,Euro,European Euro,1,143.56,144.21
kuwait,Drew Acosta,001-300-830-8521,TL,Python,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
finland,Jennifer Barnett,(298)577-5653x0858,KR,PHP,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Shaun Randall,+1-539-948-0088x812,GB,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guam,Jeffrey Lee,+1-565-413-7094x207,AG,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bahrain,Christian Hickman,366-729-5890x318,IL,Python,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
panama,Paul Murray Jr.,+1-822-814-2040x41398,ZA,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kiribati,Maria Adams,(725)369-8020,KH,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
italy,Dawn Cook,(692)368-9792x13633,MD,Java,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Alexander Black,+1-546-609-7764x17265,DE,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
san marino,Lindsay Edwards,(878)897-6377x2827,AU,Java,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Rebecca Harris,+1-609-704-9906,ER,C#,EUR,Euro,European Euro,1,143.56,144.21
el salvador,Adam Smith,247-991-9857x78441,CF,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
andorra,Connie Montgomery,273-964-3126,BG,C#,EUR,Euro,European Euro,1,143.56,144.21
india,Donna Juarez,730-206-3379x5782,UG,PHP,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
india,Kenneth Vega,488-571-4486,BB,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
hong kong,Joseph Harding,214.786.9292x533,KH,PHP,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
mayotte,Anthony Wagner,+1-561-498-1791x94608,BY,PHP,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Patricia Weaver,279-514-5714x675,GA,Java,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Amanda Ferguson,767-431-5485,ME,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guam,Caroline Lester,655.409.6799x79367,KR,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ireland,Emily Jenkins,001-429-389-3951x7207,LY,PHP,EUR,Euro,European Euro,1,143.56,144.21
sweden,Andrew Wilson,+1-257-776-9889x687,FR,Java,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
cyprus,Kim Maynard,(404)729-4595x354,RW,Java,EUR,Euro,European Euro,1,143.56,144.21
denmark,Karen Parker,696.462.0063x27208,GQ,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
germany,Alejandro Smith,964-453-3728x217,NP,C#,EUR,Euro,European Euro,1,143.56,144.21
canada,Lisa Dawson,+1-254-536-5893x767,NP,Python,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
germany,Dr. Joseph Price II,(450)479-1737,DO,Java,EUR,Euro,European Euro,1,143.56,144.21
san marino,Sandra Anderson,+1-463-730-7901x15568,BT,C#,EUR,Euro,European Euro,1,143.56,144.21
belgium,Mercedes Martinez,977.412.5935,SO,C#,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Thomas Jones,+1-469-609-7526x732,VN,C#,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Taylor Brown,+1-471-723-3390x17234,AO,Java,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Craig Boyd,(204)737-8857x122,PY,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
jersey,Paul Smith,+1-609-502-3414x72529,JP,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
bahrain,Christopher Smith,5973968642,UA,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
guam,Robert Pham,4934791357,BH,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Dr. Brian Cook,(217)299-3621x04320,AU,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
guadeloupe,Tonya Brandt,912.606.9444,CY,PHP,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Matthew Trevino,(365)515-1269x37727,SO,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
qatar,Evan Moore,881-237-9215x4679,KR,C#,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
liechtenstein,Jonathan Sanchez,8113259074,KR,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
greece,Danielle Webb,873-341-6540x91286,DO,Python,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Charles Hayes,944-938-8718x81080,IS,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
kuwait,Seth White,(316)275-8056,FR,Python,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
lithuania,Greg West,001-495-614-7817x2975,SN,PHP,EUR,Euro,European Euro,1,143.56,144.21
san marino,Kimberly Johnson,809-899-3289x71346,TO,PHP,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Lindsey Cole,644-942-5300x16108,AG,C#,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Janet Woods,001-420-224-6327x310,RO,PHP,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Donna Kennedy PhD,441.764.1638x56223,KH,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
croatia,David Estrada,+1-819-703-6033x9755,LK,PHP,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Johnny Crane,433-898-7213x848,BJ,C#,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Gary Jensen,5962553947,KP,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
saint pierre and miquelon,Kathleen Bailey,001-204-904-8361x7146,AT,C#,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Holly Brown,+1-267-791-3232x2847,VN,Python,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
american samoa,William Davis,(814)218-2953x5657,ZM,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
france,Steven Sherman,(878)699-6242x14041,NO,C#,EUR,Euro,European Euro,1,143.56,144.21
finland,Patricia Dalton,879-900-9097,CF,Python,EUR,Euro,European Euro,1,143.56,144.21
guernsey,Dorothy Miller,874-350-5349x66498,GE,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
croatia,Ashley Villanueva DDS,001-565-854-2137x819,HT,Python,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Kristin Gutierrez,286-473-6677,ET,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
qatar,Sharon Andrade,787-774-0328x51481,IE,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
portugal,Katherine Jackson,487-399-9146x948,TM,Python,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Megan Owens,798.274.8118,MR,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
italy,Karen Campbell,+1-450-210-4969x540,CF,PHP,EUR,Euro,European Euro,1,143.56,144.21
japan,Kenneth Richardson,(768)442-2726x3257,GT,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
bahrain,Monica Tyler,+1-658-470-3980x0497,CA,Java,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
singapore,Michael Murray,001-569-382-7728x3927,DZ,Python,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
latvia,Melissa Walter PhD,782-969-7257x03338,MG,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Ronald Chapman,+1-587-243-8646x5643,BB,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
lithuania,William Williams,001-868-230-6154x4209,CH,PHP,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Jill Foster,373.382.9164x12908,TO,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
germany,Bruce Schneider,8957035410,CN,Java,EUR,Euro,European Euro,1,143.56,144.21
belgium,Darlene Allen,(702)587-1322x943,PT,Python,EUR,Euro,European Euro,1,143.56,144.21
guam,Christina Espinoza,5072325176,AR,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
